FinalID,tax_rank,phylum,class,order,family,genus,BOLD_Records,BOLD_Records_USA,BOLD_Records_CA,BOLD_Records_SW,BOLD_Records_COI,BOLD_Records_COI_USA,BOLD_Records_COI_CA,BOLD_Records_COI_SW
Diguetia,genus,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,6,6,0,4,6,6,0,4
Homalonychus,genus,Arthropoda,Arachnida,Araneae,Homalonychidae,Homalonychus,18,0,0,0,18,0,0,0
Hypochilus,genus,Arthropoda,Arachnida,Araneae,Hypochilidae,Hypochilus,34,2,0,0,26,2,0,0
Calisoga,genus,Arthropoda,Arachnida,Araneae,Nemesiidae,Calisoga,207,2,0,0,199,2,0,0
Pimoa,genus,Arthropoda,Arachnida,Araneae,Pimoidae,Pimoa,288,8,3,3,285,8,3,3
Scytodes,genus,Arthropoda,Arachnida,Araneae,Scytodidae,Scytodes,555,10,0,3,543,10,0,3
Selenops,genus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops,934,12,0,0,923,12,0,0
Loxosceles,genus,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,762,40,0,25,762,40,0,25
Usofila,genus,Arthropoda,Arachnida,Araneae,Telemidae,Usofila,31,6,0,0,29,5,0,0
Titanoeca,genus,Arthropoda,Arachnida,Araneae,Titanoecidae,Titanoeca,91,4,1,1,89,3,1,1
Trogloraptor,genus,Arthropoda,Arachnida,Araneae,Trogloraptoridae,Trogloraptor,2,2,0,0,2,2,0,0
Trogloraptor marchingtoni,species,Arthropoda,Arachnida,Araneae,Trogloraptoridae,Trogloraptor,1,1,0,0,1,1,0,0
Anisolabididae,family,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,118,26,6,9,112,23,6,9
Chelisochidae,family,Arthropoda,Insecta,Dermaptera,Chelisochidae,Chelisoches,27,8,0,0,10,2,0,0
Forficulidae,family,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,1726,409,8,8,1708,399,8,8
Labiduridae,family,Arthropoda,Insecta,Dermaptera,Labiduridae,NA,243,6,4,4,243,6,4,4
Spongiphoridae,family,Arthropoda,Insecta,Dermaptera,Spongiphoridae,NA,87,6,0,0,72,3,0,0
Anisolabis,genus,Arthropoda,Insecta,Dermaptera,Anisolabididae,Anisolabis,61,9,0,1,58,9,0,1
Euborellia,genus,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,30,17,6,8,27,14,6,8
Chelisoches,genus,Arthropoda,Insecta,Dermaptera,Chelisochidae,Chelisoches,10,8,0,0,4,2,0,0
Doru,genus,Arthropoda,Insecta,Dermaptera,Forficulidae,Doru,19,18,0,0,11,10,0,0
Forficula,genus,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,1358,380,8,8,1351,378,8,8
Labidura,genus,Arthropoda,Insecta,Dermaptera,Labiduridae,Labidura,33,6,4,4,33,6,4,4
Labia,genus,Arthropoda,Insecta,Dermaptera,Spongiphoridae,Labia,15,0,0,0,11,0,0,0
Marava,genus,Arthropoda,Insecta,Dermaptera,Spongiphoridae,Marava,7,4,0,0,5,2,0,0
Spongovostox,genus,Arthropoda,Insecta,Dermaptera,Spongiphoridae,Spongovostox,1,0,0,0,1,0,0,0
Anisolabis maritima,species,Arthropoda,Insecta,Dermaptera,Anisolabididae,Anisolabis,17,7,0,0,14,7,0,0
Euborellia annulipes,species,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,11,10,0,2,8,7,0,2
Chelisoches morio,species,Arthropoda,Insecta,Dermaptera,Chelisochidae,Chelisoches,9,8,0,0,3,2,0,0
Forficula auricularia,species,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,98,15,3,3,91,13,3,3
Labidura riparia,species,Arthropoda,Insecta,Dermaptera,Labiduridae,Labidura,26,4,4,4,26,4,4,4
Labia minor,species,Arthropoda,Insecta,Dermaptera,Spongiphoridae,Labia,14,0,0,0,10,0,0,0
Marava arachidis,species,Arthropoda,Insecta,Dermaptera,Spongiphoridae,Marava,1,0,0,0,1,0,0,0
Marava pulchella,species,Arthropoda,Insecta,Dermaptera,Spongiphoridae,Marava,4,4,0,0,2,2,0,0
Aphrophoridae,family,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Philaenus,3308,245,1,11,3275,243,1,10
Cercopidae,family,Arthropoda,Insecta,Hemiptera,Cercopidae,cercopidJanzen01,730,27,1,2,669,27,1,2
Cicadidae,family,Arthropoda,Insecta,Hemiptera,Cicadidae,Lembeja,6173,389,17,69,5874,377,10,59
Cixiidae,family,Arthropoda,Insecta,Hemiptera,Cixiidae,Cixius,3369,179,17,83,3329,158,16,77
Delphacidae,family,Arthropoda,Insecta,Hemiptera,Delphacidae,NA,6972,317,34,66,6744,283,32,59
Acanaloniidae,family,Arthropoda,Insecta,Hemiptera,Acanaloniidae,Acanalonia,2515,26,0,7,2508,25,0,7
Achilidae,family,Arthropoda,Insecta,Hemiptera,Achilidae,Synecdoche,862,45,0,3,845,42,0,3
Caliscelidae,family,Arthropoda,Insecta,Hemiptera,Caliscelidae,Aphelonema,169,47,7,16,169,47,7,16
Derbidae,family,Arthropoda,Insecta,Hemiptera,Derbidae,NA,1441,26,0,2,1352,21,0,1
Dictyopharidae,family,Arthropoda,Insecta,Hemiptera,Dictyopharidae,NA,685,70,5,25,683,68,5,24
Flatidae,family,Arthropoda,Insecta,Hemiptera,Flatidae,Metcracis,4956,100,6,48,4928,99,6,48
Fulgoridae,family,Arthropoda,Insecta,Hemiptera,Fulgoridae,Calyptoproctus,999,26,1,18,980,26,1,18
Issidae,family,Arthropoda,Insecta,Hemiptera,Issidae,NA,6136,13,0,7,6095,13,0,7
Kinnaridae,family,Arthropoda,Insecta,Hemiptera,Kinnaridae,Perloma,273,6,2,5,273,6,2,5
Tropiduchidae,family,Arthropoda,Insecta,Hemiptera,Tropiduchidae,NA,3526,4,0,2,3514,3,0,2
Cicadellidae,family,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cosmotettix,132912,8949,815,1557,132045,8869,809,1538
Membracidae,family,Arthropoda,Insecta,Hemiptera,Membracidae,Archasia,2108,478,6,141,1979,406,6,139
Aradidae,family,Arthropoda,Insecta,Hemiptera,Aradidae,Aneurus,921,77,6,17,725,31,1,6
Anthocoridae,family,Arthropoda,Insecta,Hemiptera,Anthocoridae,Anthocoris,2166,151,8,24,2011,113,3,11
Lasiochilidae,family,Arthropoda,Insecta,Hemiptera,Lasiochilidae,Lasiochilus,3,0,0,0,2,0,0,0
Lyctocoridae,family,Arthropoda,Insecta,Hemiptera,Lyctocoridae,Lyctocoris,24,8,2,4,14,3,0,1
Alydidae,family,Arthropoda,Insecta,Hemiptera,Alydidae,Leptocorisa,1166,65,3,14,1130,61,2,11
Coreidae,family,Arthropoda,Insecta,Hemiptera,Coreidae,Chelinidea,1692,263,4,96,1639,257,4,96
Rhopalidae,family,Arthropoda,Insecta,Hemiptera,Rhopalidae,Corizus,887,148,30,75,845,143,29,74
Corixidae,family,Arthropoda,Insecta,Hemiptera,Corixidae,NA,2368,531,22,62,2094,452,16,44
Gerridae,family,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,3206,85,7,22,2978,51,3,13
Veliidae,family,Arthropoda,Insecta,Hemiptera,Veliidae,Microvelia,729,23,2,12,592,16,2,12
Hebridae,family,Arthropoda,Insecta,Hemiptera,Hebridae,Hebrus,45,6,0,0,32,0,0,0
Hydrometridae,family,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,88,9,0,1,76,9,0,1
Macroveliidae,family,Arthropoda,Insecta,Hemiptera,Macroveliidae,Macrovelia,3,3,3,3,1,1,1,1
Leptopodidae,family,Arthropoda,Insecta,Hemiptera,Leptopodidae,Leptopus,3,0,0,0,3,0,0,0
Artheneidae,family,Arthropoda,Insecta,Hemiptera,Artheneidae,Chilacis,40,2,0,0,39,2,0,0
Berytidae,family,Arthropoda,Insecta,Hemiptera,Berytidae,Gampsocoris,520,84,9,14,502,81,8,13
Blissidae,family,Arthropoda,Insecta,Hemiptera,Blissidae,Blissus,241,19,0,2,231,17,0,2
Cymidae,family,Arthropoda,Insecta,Hemiptera,Cymidae,NA,155,8,2,2,142,7,2,2
Geocoridae,family,Arthropoda,Insecta,Hemiptera,Geocoridae,NA,379,48,11,18,320,33,5,8
Heterogastridae,family,Arthropoda,Insecta,Hemiptera,Heterogastridae,Platyplax,19,5,1,1,17,4,0,0
Lygaeidae,family,Arthropoda,Insecta,Hemiptera,Lygaeidae,NA,4704,346,54,196,4549,307,53,175
Oxycarenidae,family,Arthropoda,Insecta,Hemiptera,Oxycarenidae,Oxycarenus,530,12,0,2,504,6,0,0
Pachygronthidae,family,Arthropoda,Insecta,Hemiptera,Pachygronthidae,Oedancala,130,28,0,7,114,24,0,6
Piesmatidae,family,Arthropoda,Insecta,Hemiptera,Piesmatidae,Parapiesma,61,4,0,0,54,4,0,0
Rhyparochromidae,family,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,NA,6423,299,23,80,6182,239,20,64
Mesoveliidae,family,Arthropoda,Insecta,Hemiptera,Mesoveliidae,Mesovelia,147,18,3,4,131,16,3,4
Miridae,family,Arthropoda,Insecta,Hemiptera,Miridae,Pithanus,24839,2762,373,810,23607,2402,344,710
Thaumastocoridae,family,Arthropoda,Insecta,Hemiptera,Thaumastocoridae,NA,192,0,0,0,192,0,0,0
Tingidae,family,Arthropoda,Insecta,Hemiptera,Tingidae,NA,1990,96,17,32,1845,77,15,23
Nabidae,family,Arthropoda,Insecta,Hemiptera,Nabidae,Nabis,1616,146,9,23,1514,140,9,22
Naucoridae,family,Arthropoda,Insecta,Hemiptera,Naucoridae,Ilyocoris,329,21,6,11,285,18,6,11
Belostomatidae,family,Arthropoda,Insecta,Hemiptera,Belostomatidae,Abedus,1809,31,6,11,1793,26,6,11
Nepidae,family,Arthropoda,Insecta,Hemiptera,Nepidae,Ranatra,189,25,0,5,157,14,0,2
Notonectidae,family,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,497,57,2,7,441,49,2,3
Pleidae,family,Arthropoda,Insecta,Hemiptera,Pleidae,Plea,111,5,0,0,90,5,0,0
Gelastocoridae,family,Arthropoda,Insecta,Hemiptera,Gelastocoridae,Gelastocoris,39,12,0,7,26,12,0,7
Ochteridae,family,Arthropoda,Insecta,Hemiptera,Ochteridae,Ochterus,23,3,0,0,11,1,0,0
Acanthosomatidae,family,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,NA,514,11,0,0,497,9,0,0
Cydnidae,family,Arthropoda,Insecta,Hemiptera,Cydnidae,NA,541,93,2,29,463,78,2,25
Pentatomidae,family,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,10917,630,114,249,10339,587,107,222
Thyreocoridae,family,Arthropoda,Insecta,Hemiptera,Thyreocoridae,NA,30,1,0,1,30,1,0,1
Largidae,family,Arthropoda,Insecta,Hemiptera,Largidae,Largus,147,18,0,7,133,13,0,7
Pyrrhocoridae,family,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,NA,614,6,0,0,599,6,0,0
Reduviidae,family,Arthropoda,Insecta,Hemiptera,Reduviidae,Barce,4730,259,20,105,4461,235,18,94
Saldidae,family,Arthropoda,Insecta,Hemiptera,Saldidae,Chiloxanthus,670,79,3,16,541,56,2,8
Ceratocombidae,family,Arthropoda,Insecta,Hemiptera,Ceratocombidae,Ceratocombus,1647,4,0,0,1643,2,0,0
Enicocephalidae,family,Arthropoda,Insecta,Hemiptera,Enicocephalidae,NA,182,0,0,0,174,0,0,0
Aleyrodidae,family,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,40317,731,100,100,40228,726,100,100
Aphididae,family,Arthropoda,Insecta,Hemiptera,Aphididae,Protaphis,52765,4032,373,643,52326,4024,373,642
Liviidae,family,Arthropoda,Insecta,Hemiptera,Liviidae,Livia,193,1,0,0,178,1,0,0
Aphalaridae,family,Arthropoda,Insecta,Hemiptera,Aphalaridae,NA,1745,40,2,2,1717,32,1,1
Pronotacantha,genus,Arthropoda,Insecta,Hemiptera,Berytidae,Pronotacantha,1,0,0,0,1,0,0,0
Coridromius,genus,Arthropoda,Insecta,Hemiptera,Miridae,Coridromius,62,19,19,19,60,19,19,19
Thaumastocoris,genus,Arthropoda,Insecta,Hemiptera,Thaumastocoridae,Thaumastocoris,173,0,0,0,173,0,0,0
Aquarius,genus,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,622,13,3,3,601,6,0,0
Thaumastocoris peregrinus,species,Arthropoda,Insecta,Hemiptera,Thaumastocoridae,Thaumastocoris,167,0,0,0,167,0,0,0
Aquarius remigis,species,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,26,6,3,3,18,2,0,0
Amblyopone,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Amblyopone,17,0,0,0,17,0,0,0
Cerapachys,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Cerapachys,181,0,0,0,157,0,0,0
Dorymyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorymyrmex,118,103,6,49,118,103,6,49
Forelius,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius,80,73,2,49,79,73,2,49
Linepithema,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,694,388,373,373,598,388,373,373
Liometopum,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum,31,8,4,8,31,8,4,8
Tapinoma,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,3435,457,18,38,3178,456,18,38
Technomyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,978,7,1,1,925,7,1,1
Neivamyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Neivamyrmex,370,25,0,17,222,25,0,17
Brachymyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,1273,57,0,13,1068,57,0,13
Camponotus,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,14667,834,24,120,13686,834,24,120
Formica,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,12816,1417,64,107,12539,1415,64,107
Lasius,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,5302,304,9,26,5261,301,9,26
Paratrechina,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,363,9,1,1,341,9,1,1
Plagiolepis,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,1142,2,0,0,1126,2,0,0
Polyergus,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyergus,51,7,0,0,51,7,0,0
Prenolepis,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Prenolepis,1185,80,3,4,1185,80,3,4
Acromyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,236,0,0,0,175,0,0,0
Aphaenogaster,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Aphaenogaster,1657,453,22,53,1611,453,22,53
Cardiocondyla,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla,899,26,9,13,811,26,9,13
Crematogaster,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,6608,118,13,63,6419,118,13,63
Formicoxenus,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Formicoxenus,5,0,0,0,3,0,0,0
Leptothorax,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,1122,42,2,3,1078,41,2,3
Messor,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Messor,268,10,10,10,268,10,10,10
Monomorium,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,2046,72,9,38,1947,72,9,38
Myrmecina,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecina,1443,110,0,3,1441,110,0,3
Myrmica,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,6492,318,1,11,6366,318,1,11
Pogonomyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,757,413,16,137,756,413,16,137
Stenamma,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Stenamma,859,18,9,13,797,18,9,13
Strumigenys,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,3007,11,0,4,2386,11,0,4
Temnothorax,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,1586,204,6,22,1533,204,6,22
Tetramorium,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,4652,201,1,9,4349,201,1,9
Wasmannia,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,3568,2,0,0,3253,2,0,0
Hypoponera,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,2171,17,3,9,1589,17,3,9
Proceratium,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Proceratium,74,0,0,0,69,0,0,0
Pseudomyrmex,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,11910,67,1,16,11638,67,1,16
Stigmatomma oregonense,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Stigmatomma,7,0,0,0,4,0,0,0
Stigmatomma pallipes,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Stigmatomma,77,3,1,2,77,3,1,2
Forelius mccooki,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius,6,6,0,3,6,6,0,3
Forelius pruinosus,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius,19,15,0,12,18,15,0,12
Linepithema humile,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,440,388,373,373,427,388,373,373
Liometopum luctuosum,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum,2,1,1,1,2,1,1,1
Liometopum occidentale,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum,4,3,3,3,4,3,3,3
Tapinoma melanocephalum,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,263,1,0,0,242,1,0,0
Tapinoma sessile,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,1381,365,16,32,1208,364,16,32
Technomyrmex albipes,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,141,2,0,0,136,2,0,0
Brachymyrmex depilis,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,162,35,0,1,162,35,0,1
Paratrechina longicornis,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,250,9,1,1,228,9,1,1
Plagiolepis alluaudi,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,103,2,0,0,97,2,0,0
Polyergus breviceps,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyergus,1,0,0,0,1,0,0,0
Cardiocondyla mauritanica,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla,35,15,9,9,35,15,9,9
Cardiocondyla minutior,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Cardiocondyla,91,0,0,0,42,0,0,0
Monomorium ergatogyna,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,7,7,7,7,7,7,7,7
Monomorium pharaonis,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,108,8,0,1,105,8,0,1
Myrmecina americana,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecina,387,108,0,2,386,108,0,2
Solenopsis invicta,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,177,28,0,12,169,28,0,12
Solenopsis xyloni,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,12,10,0,3,12,10,0,3
Tetramorium caespitum,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,639,107,0,0,636,107,0,0
Wasmannia auropunctata,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,660,0,0,0,397,0,0,0
Pseudomyrmex apache,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,5,4,1,4,5,4,1,4
Pseudomyrmex pallidus,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,19,14,0,1,19,14,0,1
Acrididae,family,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,16015,2816,296,810,15109,2598,216,671
Eumastacidae,family,Arthropoda,Insecta,Orthoptera,Eumastacidae,NA,26,0,0,0,26,0,0,0
Romaleidae,family,Arthropoda,Insecta,Orthoptera,Romaleidae,Prionolopha,613,19,0,0,546,17,0,0
Tanaoceridae,family,Arthropoda,Insecta,Orthoptera,Tanaoceridae,Tanaocerus,12,0,0,0,4,0,0,0
Tetrigidae,family,Arthropoda,Insecta,Orthoptera,Tetrigidae,Paratettix,2531,77,0,6,2458,56,0,5
Tridactylidae,family,Arthropoda,Insecta,Orthoptera,Tridactylidae,Xya,93,27,0,11,77,25,0,11
Anostostomatidae,family,Arthropoda,Insecta,Orthoptera,Anostostomatidae,Hemiandrus,922,1,0,0,914,1,0,0
Gryllidae,family,Arthropoda,Insecta,Orthoptera,Gryllidae,NA,5530,250,14,53,5340,235,12,49
Gryllotalpidae,family,Arthropoda,Insecta,Orthoptera,Gryllotalpidae,Gryllotalpa,117,18,0,0,89,15,0,0
Mogoplistidae,family,Arthropoda,Insecta,Orthoptera,Mogoplistidae,Ornebius,1685,1,0,0,1659,1,0,0
Myrmecophilidae,family,Arthropoda,Insecta,Orthoptera,Myrmecophilidae,Myrmecophilus,126,0,0,0,117,0,0,0
Prophalangopsidae,family,Arthropoda,Insecta,Orthoptera,Prophalangopsidae,Cyphoderris,154,2,0,0,138,2,0,0
Rhaphidophoridae,family,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,Ceuthophilus,1802,152,16,27,1779,146,16,25
Stenopelmatidae,family,Arthropoda,Insecta,Orthoptera,Stenopelmatidae,Stenopelmatus,452,22,6,12,443,21,6,11
Tettigoniidae,family,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Hexacentrus,9948,641,33,95,8842,543,30,66
Trigonidiidae,family,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Allonemobius,2635,86,7,21,2536,81,6,20
Tullbergiidae,family,Arthropoda,Collembola,Poduromorpha,Tullbergiidae,Tullbergia,252,3,0,1,202,3,0,1
Sminthurididae,family,Arthropoda,Collembola,Symphypleona,Sminthurididae,Sminthurides,726,40,0,0,701,40,0,0
Laemophloeidae,family,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Propalticus,751,9,0,2,720,8,0,2
Ochodaeidae,family,Arthropoda,Insecta,Coleoptera,Ochodaeidae,Parochodaeus,40,6,0,3,40,6,0,3
Clastopteridae,family,Arthropoda,Insecta,Hemiptera,Clastopteridae,Clastoptera,547,61,20,24,540,55,20,22
Scutelleridae,family,Arthropoda,Insecta,Hemiptera,Scutelleridae,NA,1406,42,7,16,1375,36,7,16
Dolichoderinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,13905,1062,404,519,13280,1061,404,519
Formicinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,47178,2881,112,337,44999,2874,112,336
Myrmeciinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,44,0,0,0,44,0,0,0
Myrmecocystus,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecocystus,90,35,6,35,89,34,6,34
Hahniidae,family,Arthropoda,Arachnida,Araneae,Hahniidae,Cicurina,943,50,5,20,920,45,5,20
Arcitalitrus,genus,Arthropoda,Malacostraca,Amphipoda,Talitridae,Arcitalitrus,69,0,0,0,67,0,0,0
Amblyoponinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Prionopelta,1724,3,1,2,1221,3,1,2
Dorylinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,5014,34,0,22,4435,34,0,22
Proceratiinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Probolomyrmex,177,1,0,0,159,0,0,0
Pseudomyrmecinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,12420,67,1,16,12137,67,1,16
Tylos,genus,Arthropoda,Malacostraca,Isopoda,Tylidae,Tylos,557,1,1,1,557,1,1,1
Ligia,genus,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,1246,607,9,9,809,190,9,9
Manica,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Manica,54,2,0,0,52,2,0,0
Rogeria,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Rogeria,632,0,0,0,507,0,0,0
Solenopsis,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,3549,248,8,76,3004,244,8,76
Solenopsis,genus,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,3549,248,8,76,3004,244,8,76
Cybocephalidae,family,Arthropoda,Insecta,Coleoptera,Cybocephalidae,NA,1849,2,2,2,1849,2,2,2
Ponerinae,subfamily,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,14494,197,3,51,13427,197,3,51
Amphinectidae,family,Arthropoda,Arachnida,Araneae,Amphinectidae,NA,0,0,0,0,0,0,0,0
Cheiracanthiidae,family,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,1090,38,18,26,1084,38,18,26
Sturmiidae,family,Arthropoda,Collembola,Symphypleona,Sturmiidae,NA,0,0,0,0,0,0,0,0
Coenaletidae,family,Arthropoda,Collembola,Entomobryomorpha,Coenaletidae,NA,0,0,0,0,0,0,0,0
Pachytullbergiidae,family,Arthropoda,Collembola,Poduromorpha,Pachytullbergiidae,NA,0,0,0,0,0,0,0,0
Paleotullbergiidae,family,Arthropoda,Collembola,Poduromorpha,Paleotullbergiidae,NA,0,0,0,0,0,0,0,0
Mackenziellidae,family,Arthropoda,Collembola,Symphypleona,Mackenziellidae,NA,0,0,0,0,0,0,0,0
Porcellionides floria,species,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellionides,0,0,0,0,0,0,0,0
Ligidium latum,species,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligidium,0,0,0,0,0,0,0,0
Armadilloniscus lindahli,species,Arthropoda,Malacostraca,Isopoda,Detonidae,Armadilloniscus,0,0,0,0,0,0,0,0
Armadilloniscus coronacapitalis,species,Arthropoda,Malacostraca,Isopoda,Detonidae,Armadilloniscus,0,0,0,0,0,0,0,0
Littorophiloscia richardsonae,species,Arthropoda,Malacostraca,Isopoda,Halophilosciidae,Littorophiloscia,0,0,0,0,0,0,0,0
Alloniscus mirabilis,species,Arthropoda,Malacostraca,Isopoda,Alloniscidae,Alloniscus,0,0,0,0,0,0,0,0
Alloniscus perconvexus,species,Arthropoda,Malacostraca,Isopoda,Alloniscidae,Alloniscus,0,0,0,0,0,0,0,0
Niambia capensis,species,Arthropoda,Malacostraca,Isopoda,Platyarthridae,Niambia,0,0,0,0,0,0,0,0
Platyarthrus aiasensis,species,Arthropoda,Malacostraca,Isopoda,Platyarthridae,Platyarthrus,0,0,0,0,0,0,0,0
Venezillo microphthalmus,species,Arthropoda,Malacostraca,Isopoda,Armadillidae,Venezillo,0,0,0,0,0,0,0,0
Rhysodidae,family,Arthropoda,Insecta,Coleoptera,Rhysodidae,Clinidium,33,27,0,0,31,26,0,0
Diphyllostomatidae,family,Arthropoda,Insecta,Coleoptera,Diphyllostomatidae,NA,0,0,0,0,0,0,0,0
Scydmaenidae,family,Arthropoda,Insecta,Coleoptera,Scydmaenidae,NA,0,0,0,0,0,0,0,0
Ozognathus,genus,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,0,0,0,0,0,0,0,0
Anchomma,genus,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Anchomma,0,0,0,0,0,0,0,0
