"","FinalID","tax_rank","phylum","class","order","family","genus","BOLD_Records","BOLD_Records_USA","BOLD_Records_CA","BOLD_Records_SW","BOLD_Records_COI","BOLD_Records_COI_USA","BOLD_Records_COI_CA","BOLD_Records_COI_SW"
"203","Carcinus maenas","species","Arthropoda","Malacostraca","Decapoda","Portunidae","Carcinus",816,149,0,0,800,149,0,0
"204","Rana catesbeiana","species","Chordata","Amphibia","Anura","Ranidae","Rana",47,3,0,0,26,2,0,0
"205","Anchoa compressa","species","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Anchoa",2,1,0,0,2,1,0,0
"206","Clinocottus analis","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Clinocottus",21,7,7,7,13,7,7,7
"207","Hesperoleucus symmetricus","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Hesperoleucus",8,6,3,3,8,6,3,3
"208","Melampus olivaceus","species","Mollusca","Gastropoda","Ellobiida","Ellobiidae","Melampus",1,1,1,1,1,1,1,1
"209","Heterostichus rostratus","species","Chordata","Actinopterygii","Blenniiformes","Clinidae","Heterostichus",10,9,9,9,10,9,9,9
"210","Modiolus modiolus","species","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus",294,55,0,0,293,55,0,0
"211","Cynoscion parvipinnis","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Cynoscion",3,1,1,1,3,1,1,1
"212","Citharichthys stigmaeus","species","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys",38,22,18,18,29,20,18,18
"213","Callinectes bellicosus","species","Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes",4,0,0,0,4,0,0,0
"214","Poecilia latipinna","species","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Poecilia",25,6,0,0,25,6,0,0
"215","Pholis laeta","species","Chordata","Actinopterygii","Scorpaeniformes","Pholidae","Pholis",21,5,0,0,19,5,0,0
"216","Morone saxatilis","species","Chordata","Actinopterygii","Moroniformes","Moronidae","Morone",47,16,0,0,29,15,0,0
"217","Acantholithodes hispidus","species","Arthropoda","Malacostraca","Decapoda","Hapalogastridae","Acantholithodes",6,0,0,0,6,0,0,0
"218","Acipenser medirostris","species","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser",31,17,10,10,23,17,10,10
"219","Acipenser transmontanus","species","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser",27,7,1,1,18,7,1,1
"220","Actinemys marmorata","species","Chordata","Reptilia","Testudines","Emydidae","Actinemys",5,2,1,1,5,2,1,1
"221","Alloclinus holderi","species","Chordata","Actinopterygii","Blenniiformes","Labrisomidae","Alloclinus",3,1,1,1,3,1,1,1
"222","Alosa sapidissima","species","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa",75,20,1,1,47,12,1,1
"223","Ameiurus catus","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",13,10,0,0,12,9,0,0
"224","Ameiurus melas","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",181,5,0,0,171,5,0,0
"225","Ameiurus natalis","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",59,34,0,2,49,34,0,2
"226","Ameiurus nebulosus","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ameiurus",102,16,0,0,93,15,0,0
"227","Amphistichus argenteus","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Amphistichus",5,5,5,5,5,5,5,5
"228","Anisotremus davidsonii","species","Chordata","Actinopterygii","Perciformes","Haemulidae","Anisotremus",5,1,1,1,5,1,1,1
"229","Aplysia californica","species","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia",16,2,1,1,8,2,1,1
"230","Aplysia vaccaria","species","Mollusca","Gastropoda","Aplysiida","Aplysiidae","Aplysia",5,2,2,2,4,1,1,1
"231","Apodichthys flavidus","species","Chordata","Actinopterygii","Scorpaeniformes","Pholidae","Apodichthys",17,1,0,0,13,1,0,0
"232","Arcuatula senhousia","species","Mollusca","Bivalvia","Mytilida","Mytilidae","Arcuatula",42,0,0,0,42,0,0,0
"233","Artedius fenestralis","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Artedius",28,5,0,0,25,5,0,0
"234","Artedius notospilotus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Artedius",5,4,4,4,5,4,4,4
"235","Aulorhynchus flavidus","species","Chordata","Actinopterygii","Scorpaeniformes","Aulorhynchidae","Aulorhynchus",19,2,0,0,9,2,0,0
"236","Aurelia coerulea","species","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia",270,6,0,0,270,6,0,0
"237","Batillaria attramentaria","species","Mollusca","Gastropoda",NA,"Batillariidae","Batillaria",57,2,0,0,44,2,0,0
"238","Blepsias cirrhosus","species","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Blepsias",24,3,0,0,19,3,0,0
"239","Brachyistius frenatus","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Brachyistius",11,2,0,0,9,2,0,0
"240","Busycotypus canaliculatus","species","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Busycotypus",6,5,0,0,2,1,0,0
"241","Cancer antennarius","species","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",1,1,0,0,1,1,0,0
"242","Cancer productus","species","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",48,24,2,2,41,24,2,2
"243","Carassius auratus","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius",339,4,0,0,297,3,0,0
"244","Catostomus occidentalis","species","Chordata","Actinopterygii","Cypriniformes","Catostomidae","Catostomus",12,9,8,8,12,9,8,8
"245","Caulolatilus princeps","species","Chordata","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus",21,12,12,12,21,12,12,12
"246","Centrostephanus coronatus","species","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Centrostephanus",2,1,1,1,2,1,1,1
"247","Cephaloscyllium ventriosum","species","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium",1,1,0,0,1,1,0,0
"248","Cheilotrema saturnum","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Cheilotrema",3,1,1,1,3,1,1,1
"249","Chilara taylori","species","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Chilara",10,8,7,7,9,7,6,6
"250","Chromis punctipinnis","species","Chordata","Actinopterygii","Ovalentaria","Pomacentridae","Chromis",15,12,12,12,15,12,12,12
"251","Citharichthys sordidus","species","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys",69,47,37,37,60,40,35,35
"252","Citharichthys xanthostigma","species","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys",10,9,6,6,9,8,5,5
"253","Clinocardium nuttallii","species","Mollusca","Bivalvia","Cardiida","Cardiidae","Clinocardium",35,32,2,2,34,32,2,2
"254","Clinocottus acuticeps","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Clinocottus",8,7,0,0,8,7,0,0
"255","Clupea pallasii","species","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",65,18,0,0,47,11,0,0
"256","Corbicula fluminea","species","Mollusca","Bivalvia","Venerida","Cyrenidae","Corbicula",272,21,1,1,254,21,1,1
"257","Rhinogobiops nicholsii","species","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Rhinogobiops",21,10,10,10,19,10,10,10
"258","Cottus aleuticus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottus",143,141,0,0,136,134,0,0
"259","Cottus asperrimus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottus",6,6,0,0,6,6,0,0
"260","Crangon franciscorum","species","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",1,0,0,0,1,0,0,0
"261","Crepidula convexa","species","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula",83,3,0,0,74,3,0,0
"262","Crepidula plana","species","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula",18,9,0,0,15,6,0,0
"263","Cryptomya californica","species","Mollusca","Bivalvia","Myida","Myidae","Cryptomya",4,0,0,0,3,0,0,0
"264","Cryptolithodes sitchensis","species","Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes",5,0,0,0,3,0,0,0
"265","Cucumaria miniata","species","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria",35,5,0,0,25,4,0,0
"266","Atractoscion nobilis","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Atractoscion",10,6,6,6,10,6,6,6
"267","Cyprinella lutrensis","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinella",56,23,0,0,30,14,0,0
"268","Cyprinus carpio","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus",780,34,0,0,718,34,0,0
"269","Dendraster excentricus","species","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster",26,15,14,14,20,12,12,12
"270","Dermasterias imbricata","species","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias",20,1,0,0,18,1,0,0
"271","Diadumene lineata","species","Cnidaria","Anthozoa","Actiniaria","Diadumenidae","Diadumene",11,4,3,3,6,1,0,0
"272","Dorosoma petenense","species","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Dorosoma",81,0,0,0,73,0,0,0
"273","Embiotoca jacksoni","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Embiotoca",33,22,21,21,25,22,21,21
"274","Embiotoca lateralis","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Embiotoca",19,14,11,11,17,14,11,11
"275","Enophrys bison","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys",22,9,1,1,18,8,1,1
"276","Eriocheir sinensis","species","Arthropoda","Malacostraca","Decapoda","Varunidae","Eriocheir",192,2,0,0,183,2,0,0
"277","Fundulus heteroclitus","species","Chordata","Actinopterygii","Cyprinodontiformes","Fundulidae","Fundulus",63,9,0,0,34,8,0,0
"278","Gambusia affinis","species","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia",83,15,0,6,70,15,0,6
"279","Gemma gemma","species","Mollusca","Bivalvia","Venerida","Veneridae","Gemma",38,2,0,0,38,2,0,0
"280","Genyonemus lineatus","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Genyonemus",22,18,18,18,22,18,18,18
"281","Geukensia demissa","species","Mollusca","Bivalvia","Mytilida","Mytilidae","Geukensia",281,70,0,0,281,70,0,0
"282","Gibbonsia elegans","species","Chordata","Actinopterygii","Blenniiformes","Clinidae","Gibbonsia",4,2,2,2,4,2,2,2
"283","Gibbonsia montereyensis","species","Chordata","Actinopterygii","Blenniiformes","Clinidae","Gibbonsia",2,1,1,1,2,1,1,1
"284","Gila orcuttii","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Gila",10,10,5,5,10,10,5,5
"285","Girella nigricans","species","Chordata","Actinopterygii","Perciformes","Kyphosidae","Girella",1,1,1,1,1,1,1,1
"286","Glebocarcinus oregonensis","species","Arthropoda","Malacostraca","Decapoda","Cancridae","Glebocarcinus",31,11,0,0,26,11,0,0
"287","Gobiesox maeandricus","species","Chordata","Actinopterygii","Gobiesociformes","Gobiesocidae","Gobiesox",14,1,1,1,8,1,1,1
"288","Gymnothorax mordax","species","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax",1,0,0,0,1,0,0,0
"289","Gymnura marmorata","species","Chordata","Elasmobranchii","Myliobatiformes","Gymnuridae","Gymnura",4,2,2,2,4,2,2,2
"290","Halichoeres semicinctus","species","Chordata","Actinopterygii","Labriformes","Labridae","Halichoeres",9,6,6,6,9,6,6,6
"291","Haminoea japonica","species","Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Haminoea",187,24,15,15,187,24,15,15
"292","Haminoea vesicula","species","Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Haminoea",22,8,7,7,17,8,7,7
"293","Hemigrapsus nudus","species","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus",108,57,0,0,92,57,0,0
"294","Hemilepidotus hemilepidotus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus",22,9,0,0,17,7,0,0
"295","Heterodontus francisci","species","Chordata","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus",18,3,0,0,10,3,0,0
"296","Hexagrammos decagrammus","species","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos",45,22,1,1,35,16,1,1
"297","Hypomesus nipponensis","species","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus",48,0,0,0,40,0,0,0
"298","Hypomesus pretiosus","species","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus",14,6,0,0,11,5,0,0
"299","Hypomesus transpacificus","species","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus",3,0,0,0,3,0,0,0
"300","Hypsoblennius gilberti","species","Chordata","Actinopterygii","Blenniiformes","Blenniidae","Hypsoblennius",1,0,0,0,1,0,0,0
"301","Hysterocarpus traskii","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Hysterocarpus",4,2,2,2,4,2,2,2
"302","Ictalurus furcatus","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ictalurus",42,18,0,0,33,17,0,0
"303","Ictalurus punctatus","species","Chordata","Actinopterygii","Siluriformes","Ictaluridae","Ictalurus",170,73,0,0,149,70,0,0
"304","Tritia obsoleta","species","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia",535,248,0,0,527,248,0,0
"305","Lepomis cyanellus","species","Chordata","Actinopterygii","Perciformes","Centrarchidae","Lepomis",90,55,0,3,74,55,0,3
"306","Lepomis gibbosus","species","Chordata","Actinopterygii","Perciformes","Centrarchidae","Lepomis",148,31,0,0,124,30,0,0
"307","Leukoma staminea","species","Mollusca","Bivalvia","Venerida","Veneridae","Leukoma",23,5,0,0,12,5,0,0
"308","Limecola petalum","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Limecola",12,11,0,0,12,11,0,0
"309","Linckia columbiae","species","Echinodermata","Asteroidea","Valvatida","Ophidiasteridae","Linckia",6,0,0,0,6,0,0,0
"310","Loxorhynchus crispatus","species","Arthropoda","Malacostraca","Decapoda","Epialtidae","Loxorhynchus",3,1,0,0,3,1,0,0
"311","Lyrodus pedicellatus","species","Mollusca","Bivalvia","Myida","Teredinidae","Lyrodus",20,0,0,0,12,0,0,0
"312","Lytechinus anamesus","species","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Lytechinus",4,0,0,0,4,0,0,0
"313","Lythrypnus dalli","species","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Lythrypnus",4,1,1,1,4,1,1,1
"314","Lythrypnus zebra","species","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Lythrypnus",2,1,1,1,2,1,1,1
"315","Limecola balthica","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Limecola",285,59,0,0,218,44,0,0
"316","Macoma inquinata","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma",6,5,0,0,5,4,0,0
"317","Macoma nasuta","species","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma",18,17,5,5,11,10,3,3
"318","Maeotias marginata","species","Cnidaria","Hydrozoa","Limnomedusae","Olindiidae","Maeotias",3,1,1,1,3,1,1,1
"319","Magallana gigas","species","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana",424,20,1,1,406,19,0,0
"320","Medialuna californiensis","species","Chordata","Actinopterygii","Perciformes","Kyphosidae","Medialuna",1,1,1,1,1,1,1,1
"321","Megastraea undosa","species","Mollusca","Gastropoda","Trochida","Turbinidae","Megastraea",10,9,9,9,10,9,9,9
"322","Melanochlamys ezoensis","species","Mollusca","Gastropoda","Cephalaspidea","Aglajidae","Melanochlamys",16,1,0,0,16,1,0,0
"323","Melanoides tuberculata","species","Mollusca","Gastropoda",NA,"Thiaridae","Melanoides",171,49,0,0,169,49,0,0
"324","Metacarcinus gracilis","species","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus",23,3,1,1,13,3,1,1
"325","Metacarcinus magister","species","Arthropoda","Malacostraca","Decapoda","Cancridae","Metacarcinus",737,7,0,0,730,7,0,0
"326","Micropterus salmoides","species","Chordata","Actinopterygii","Perciformes","Centrarchidae","Micropterus",175,66,0,2,148,65,0,2
"327","Microstomus pacificus","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus",73,45,10,10,66,38,9,9
"328","Munida quadrispina","species","Arthropoda","Malacostraca","Decapoda","Munididae","Munida",15,0,0,0,14,0,0,0
"329","Mustelus californicus","species","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",5,2,2,2,5,2,2,2
"330","Mustelus henlei","species","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",20,14,13,13,18,12,11,11
"331","Mustelus mustelus","species","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",178,0,0,0,173,0,0,0
"332","Mya arenaria","species","Mollusca","Bivalvia","Myida","Myidae","Mya",140,33,0,0,122,23,0,0
"333","Myosotella myosotis","species","Mollusca","Gastropoda","Ellobiida","Ellobiidae","Myosotella",27,0,0,0,17,0,0,0
"334","Mytilus californianus","species","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",488,235,85,85,476,231,81,81
"335","Mytilus galloprovincialis","species","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",642,2,0,0,634,2,0,0
"336","Neobernaya spadicea","species","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Neobernaya",8,4,4,4,7,3,3,3
"337","Nutricola tantilla","species","Mollusca","Bivalvia","Venerida","Veneridae","Nutricola",1,1,0,0,1,1,0,0
"338","Ocinebrellus inornatus","species","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocinebrellus",8,0,0,0,8,0,0,0
"339","Octopus bimaculatus","species","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus",52,0,0,0,44,0,0,0
"340","Oligocottus maculosus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Oligocottus",28,8,0,0,26,8,0,0
"341","Oncorhynchus keta","species","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",248,129,0,1,208,107,0,1
"342","Oncorhynchus kisutch","species","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",284,179,17,18,259,168,17,18
"343","Oncorhynchus tshawytscha","species","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",360,256,32,34,323,239,32,34
"344","Ophichthus zophochir","species","Chordata","Actinopterygii","Anguilliformes","Ophichthidae","Ophichthus",5,1,1,1,5,1,1,1
"345","Ophiodon elongatus","species","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon",53,18,9,9,38,15,7,7
"346","Orconectes virilis","species","Arthropoda","Malacostraca","Decapoda","Cambaridae","Orconectes",94,7,0,0,94,7,0,0
"347","Ostrea lurida","species","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",38,20,0,0,30,20,0,0
"348","Oxyjulis californica","species","Chordata","Actinopterygii","Labriformes","Labridae","Oxyjulis",14,13,13,13,14,13,13,13
"349","Oxylebius pictus","species","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius",19,14,13,13,17,14,13,13
"350","Pachycheles rudis","species","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pachycheles",2,0,0,0,2,0,0,0
"351","Palaemon macrodactylus","species","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",107,0,0,0,107,0,0,0
"352","Palaemon modestus","species","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",59,0,0,0,59,0,0,0
"353","Pandalus hypsinotus","species","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus",7,0,0,0,7,0,0,0
"354","Pandalus platyceros","species","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus",46,33,0,0,45,32,0,0
"355","Panopea abrupta","species","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Panopea",2,0,0,0,2,0,0,0
"356","Panulirus interruptus","species","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus",242,1,0,0,242,1,0,0
"357","Paralabrax nebulifer","species","Chordata","Actinopterygii","Perciformes","Serranidae","Paralabrax",16,12,12,12,16,12,12,12
"358","Apostichopus californicus","species","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus",7,0,0,0,7,0,0,0
"359","Apostichopus parvimensis","species","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus",3,1,1,1,3,1,1,1
"360","Patiria miniata","species","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria",39,19,18,18,37,19,18,18
"361","Percina macrolepida","species","Chordata","Actinopterygii","Perciformes","Percidae","Percina",26,13,0,13,18,13,0,13
"362","Petrolisthes cinctipes","species","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Petrolisthes",6,1,0,0,6,1,0,0
"363","Phanerodon furcatus","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Phanerodon",2,2,1,1,2,2,1,1
"364","Philine auriformis","species","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",4,0,0,0,3,0,0,0
"365","Pholis ornata","species","Chordata","Actinopterygii","Scorpaeniformes","Pholidae","Pholis",5,2,1,1,5,2,1,1
"366","Phyllorhiza punctata","species","Cnidaria","Scyphozoa","Rhizostomeae","Mastigiidae","Phyllorhiza",29,0,0,0,29,0,0,0
"367","Pisaster ochraceus","species","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",430,2,2,2,421,2,2,2
"368","Platichthys stellatus","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys",121,13,1,1,107,9,1,1
"369","Platyrhinoidis triseriata","species","Chordata","Elasmobranchii","Myliobatiformes","Platyrhinidae","Platyrhinoidis",2,1,1,1,2,1,1,1
"370","Pleurobrachia bachei","species","Ctenophora","Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia",14,4,0,0,8,4,0,0
"371","Parophrys vetulus","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys",68,21,10,10,59,15,9,9
"372","Pleuronichthys coenosus","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys",18,4,0,0,15,4,0,0
"373","Pleuronichthys ritteri","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys",2,1,1,1,2,1,1,1
"374","Pleuronichthys verticalis","species","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys",10,7,7,7,8,5,5,5
"375","Pogonichthys macrolepidotus","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pogonichthys",4,0,0,0,4,0,0,0
"376","Polyorchis penicillatus","species","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Polyorchis",15,1,0,0,9,1,0,0
"377","Porichthys notatus","species","Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys",27,16,11,11,27,16,11,11
"378","Portunus xantusii","species","Arthropoda","Malacostraca","Decapoda","Portunidae","Portunus",10,1,1,1,10,1,1,1
"379","Potamopyrgus antipodarum","species","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus",408,0,0,0,398,0,0,0
"380","Procambarus clarkii","species","Arthropoda","Malacostraca","Decapoda","Cambaridae","Procambarus",408,30,10,19,400,30,10,19
"381","Ptychocheilus grandis","species","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Ptychocheilus",4,2,2,2,4,2,2,2
"382","Rhacochilus toxotes","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Rhacochilus",1,1,1,1,1,1,1,1
"383","Raja binoculata","species","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",16,8,1,1,16,8,1,1
"384","Rhacochilus vacca","species","Chordata","Actinopterygii","Ovalentaria","Embiotocidae","Rhacochilus",25,17,11,11,25,17,11,11
"385","Rhithropanopeus harrisii","species","Arthropoda","Malacostraca","Decapoda","Panopeidae","Rhithropanopeus",128,2,0,2,128,2,0,2
"386","Roncador stearnsii","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Roncador",6,2,2,2,6,2,2,2
"387","Ruditapes philippinarum","species","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes",687,1,0,0,670,1,0,0
"388","Sardinops sagax","species","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops",70,12,2,2,61,3,0,0
"389","Scomber japonicus","species","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber",200,18,9,9,185,12,9,9
"390","Scorpaena guttata","species","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena",7,7,7,7,5,5,5,5
"391","Scorpaenichthys marmoratus","species","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys",19,5,4,4,16,4,3,3
"392","Sebastes auriculatus","species","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",59,59,51,51,57,57,50,50
"393","Sebastes caurinus","species","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",113,93,88,88,105,92,87,87
"394","Sebastes melanops","species","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",29,24,1,1,29,24,1,1
"395","Sebastes rastrelliger","species","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",29,29,29,29,29,29,29,29
"396","Semicossyphus pulcher","species","Chordata","Actinopterygii","Labriformes","Labridae","Semicossyphus",15,9,8,8,15,9,8,8
"397","Seriola lalandi","species","Chordata","Actinopterygii","Carangiformes","Carangidae","Seriola",285,2,0,0,277,2,0,0
"398","Seriphus politus","species","Chordata","Actinopterygii","Acanthuriformes","Sciaenidae","Seriphus",11,8,8,8,11,8,8,8
"399","Spirinchus starksi","species","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus",12,12,1,1,12,12,1,1
"400","Spirinchus thaleichthys","species","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus",11,8,0,0,6,3,0,0
"401","Squatina californica","species","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina",40,7,4,4,40,7,4,4
"402","Mesocentrotus franciscanus","species","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus",112,78,2,2,103,78,2,2
"403","Strongylocentrotus purpuratus","species","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus",40,14,12,12,30,13,11,11
"404","Synodus lucioceps","species","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus",17,16,12,12,13,12,8,8
"405","Thaleichthys pacificus","species","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys",59,21,0,0,48,16,0,0
"406","Tetronarce californica","species","Chordata","Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce",1,1,1,1,1,1,1,1
"407","Trachurus symmetricus","species","Chordata","Actinopterygii","Carangiformes","Carangidae","Trachurus",17,15,4,4,7,5,2,2
"408","Tresus nuttallii","species","Mollusca","Bivalvia","Venerida","Mactridae","Tresus",9,9,0,0,9,9,0,0
"409","Triakis semifasciata","species","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis",7,6,4,4,6,5,4,4
"410","Tridentiger barbatus","species","Chordata","Actinopterygii","Gobiiformes","Oxudercidae","Tridentiger",56,2,2,2,48,2,2,2
