surveyyear,stratum,stationid,replicate,taxon,abundance,exclude,latitude,longitude,datum,sampledate,revisit,stationdepth,stationdepthunits,areaweight,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,subgenus,species,describer
2018,Bays,B18-10023,1,Kirkegaardia cryptica,3,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Kirkegaardia,,cryptica,(Blake 1996)
2018,Bays,B18-10023,1,Philine auriformis,3,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Gastropoda,Heterobranchia,Opisthobranchia,Nudipleura,Cephalaspidea,Cephalaspidea,,Philinoidea,Philinidae,,,Philine,,auriformis,Suter 1909
2018,Bays,B18-10023,1,Scleroplax granulata,3,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,Scleroplax,,granulata,Rathbun 1893
2018,Bays,B18-10023,1,Asthenothaerus diegensis,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Asthenothaerus,,diegensis,(Dall 1915)
2018,Bays,B18-10023,1,Carinoma mutabilis,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Nemertea,,Anopla,,,,Palaeonemertea,,,,Carinomidae,,,Carinoma,,mutabilis,Griffin 1898
2018,Bays,B18-10023,1,Euclymeninae sp A,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Scolecida,,,,,,Maldanidae,Euclymeninae,,Euclymeninae,,sp A,SCAMIT 1987 §
2018,Bays,B18-10023,1,Gadila aberrans,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Scaphopoda,,,,Gadilida,Gadilimorpha,,,Gadilidae,Gadilinae,,Gadila,,aberrans,(Whiteaves 1887)
2018,Bays,B18-10023,1,Lucinisca nuttalli,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Lucinoidea,Lucinidae,Lucininae,,Lucinisca,,nuttalli,(Conrad 1837)
2018,Bays,B18-10023,1,Mediomastus sp,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Scolecida,,,,,,,Capitellidae,,,Mediomastus,,,
2018,Bays,B18-10023,1,Phtisica marina,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprelloidea,Caprellidae,Phtisicinae,,Phtisica,,marina,"Slabber, 1769"
2018,Bays,B18-10023,1,Pista brevibranchiata,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Terebellimorpha,,,Terebellidae,Terebellinae,,Pista,,brevibranchiata,Moore 1923
2018,Bays,B18-10023,1,Prionospio pygmaeus,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Prionospio,,pygmaeus,Hartman 1961
2018,Bays,B18-10023,1,Stylatula elongata,2,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Stylatula,,elongata,(Gabb 1863)
2018,Bays,B18-10023,1,Acanthoptilum sp,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Acanthoptilum,,,
2018,Bays,B18-10023,1,Amphicteis scaphobranchiata,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Terebelliformia,,Ampharetidae,Ampharetinae,,Amphicteis,,scaphobranchiata,Moore 1906
2018,Bays,B18-10023,1,Aphelochaeta sp,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Aphelochaeta,,,
2018,Bays,B18-10023,1,Cooperella subdiaphana,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Petricolidae,,,Cooperella,,subdiaphana,(Carpenter 1864)
2018,Bays,B18-10023,1,Crangon alaskensis,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Crangonoidea,Crangonidae,,,Crangon,,alaskensis,Lockington 1877
2018,Bays,B18-10023,1,Cryptomya californica,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Cryptomyinae,,Cryptomya,,californica,(Conrad 1837)
2018,Bays,B18-10023,1,Dipolydora socialis,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Dipolydora,,socialis,(Schmarda 1861)
2018,Bays,B18-10023,1,Edwardsiidae,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Cnidaria,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Edwardsiidae,,,,,,
2018,Bays,B18-10023,1,Ericerodes hemphillii,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Inachidae,,,Ericerodes,,hemphillii,(Lockington 1877)
2018,Bays,B18-10023,1,Eugyra glutinans,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Chordata,Urochordata,Ascidiacea,,,,Stolidobranchiata,,,,Molgulidae,,,Eugyra,,glutinans,Van Name 1945
2018,Bays,B18-10023,1,Exogone lourei,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Errantia,,,Phyllodocida,Nereidiformia,,,Syllidae,Exogoninae,,Exogone,,lourei,Berkeley & Berkeley 1938
2018,Bays,B18-10023,1,Glycera americana,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Glyceriformia,,Glyceridae,,,Glycera,,americana,Leidy 1855
2018,Bays,B18-10023,1,Glycinde armigera,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Glyceriformia,,Goniadidae,,,Glycinde,,armigera,Moore 1911
2018,Bays,B18-10023,1,Kurtiella coani,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Kurtiella,,coani,(Scott 1998)
2018,Bays,B18-10023,1,Lumbrineridae,1,Yes,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,,,,
2018,Bays,B18-10023,1,Lumbrineris sp,1,Yes,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Lumbrineris,,,
2018,Bays,B18-10023,1,Lyonsia californica,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Lyonsiidae,,,Lyonsia,,californica,Conrad 1837
2018,Bays,B18-10023,1,Macoma nasuta,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,nasuta,(Conrad 1837)
2018,Bays,B18-10023,1,Macoma yoldiformis,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,yoldiformis,Carpenter 1864
2018,Bays,B18-10023,1,Mactrotoma californica,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Mactrinae,,Mactrotoma,,californica,(Conrad 1837)
2018,Bays,B18-10023,1,Majoidea,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,,,,,,,
2018,Bays,B18-10023,1,Metasychis disparidentatus,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Scolecida,,,,,,,Maldanidae,Maldaninae,,Metasychis,,disparidentatus,(Moore 1904)
2018,Bays,B18-10023,1,Microspio sp,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Microspio,,,
2018,Bays,B18-10023,1,Molgulidae,1,Yes,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Chordata,Urochordata,Ascidiacea,,,,Stolidobranchiata,,,,Molgulidae,,,,,,
2018,Bays,B18-10023,1,Neotrypaea sp,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Axiidea,,Callianassidae,,,Neotrypaea,,,
2018,Bays,B18-10023,1,Oxyurostylis pacifica,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,,,Oxyurostylis,,pacifica,Zimmer 1936
2018,Bays,B18-10023,1,Paraprionospio alata,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Paraprionospio,,alata,(Moore 1923)
2018,Bays,B18-10023,1,Scoletoma sp A,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,sp A,(Harris 1985 ?)
2018,Bays,B18-10023,1,Scoletoma sp B,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,sp B,(Harris 1985 ?)
2018,Bays,B18-10023,1,Scoletoma sp C,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,sp C,(Harris 1985 ?)
2018,Bays,B18-10023,1,Tellina modesta,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,modesta,(Carpenter 1864)
2018,Bays,B18-10023,1,Tenonia priops,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Aphroditiformia,Aphroditoidea,Polynoidae,Polynoinae,,Tenonia,,priops,(Hartman 1961)
2018,Bays,B18-10023,1,Virgulariidae,1,No,32.71750433,-117.2155607,WGS84,7/16/2018,New Site,15.5,m,1.456660095,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,,,,
2018,Bays,B18-10024,1,Amphideutopus oculatus,47,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Caprellida,Photoidea,Kamakidae,Kamakinae,,Amphideutopus,,oculatus,J. L. Barnard 1959 in J. L. Barnard & Reish 1959
2018,Bays,B18-10024,1,Scoletoma sp,40,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,,
2018,Bays,B18-10024,1,Leitoscoloplos pugettensis,23,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Scolecida,,,,,,,Orbiniidae,,,Leitoscoloplos,,pugettensis,(Pettibone 1957)
2018,Bays,B18-10024,1,Ampelisca brachycladus,21,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Dexaminida,Ampeliscoidea,Ampeliscidae,,,Ampelisca,,brachycladus,Roney 1990
2018,Bays,B18-10024,1,Tagelus affinis,16,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Solecurtidae,,,Tagelus,,affinis,(C. B. Adams 1852)
2018,Bays,B18-10024,1,Lumbrineris sp,15,Yes,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Lumbrineris,,,
2018,Bays,B18-10024,1,Neotrypaea gigas,10,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Axiidea,,Callianassidae,,,Neotrypaea,,gigas,(Dana 1852)
2018,Bays,B18-10024,1,Ericthonius brasiliensis,8,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Caprellida,Photoidea,Ischyroceridae,Ischyrocerinae,,Ericthonius,,brasiliensis,(Dana 1853)
2018,Bays,B18-10024,1,Neotrypaea sp,8,Yes,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Axiidea,,Callianassidae,,,Neotrypaea,,,
2018,Bays,B18-10024,1,Laevicardium substriatum,7,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Cardioidea,Cardiidae,Laevicardiinae,,Laevicardium,,substriatum,(Conrad 1837)
2018,Bays,B18-10024,1,Pista brevibranchiata,7,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Terebellimorpha,,,Terebellidae,Terebellinae,,Pista,,brevibranchiata,Moore 1923
2018,Bays,B18-10024,1,Rudilemboides stenopropodus,6,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Corophiida,Aoridea,Unciolidae,Acuminodeutopinae,,Rudilemboides,,stenopropodus,J. L. Barnard in J. L. Barnard & Reish 1959
2018,Bays,B18-10024,1,Listriella melanica,5,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Liljeborgida,Liljeborgioidea,Liljeborgiidae,,,Listriella,,melanica,J. L. Barnard 1959
2018,Bays,B18-10024,1,Scleroplax granulata,5,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,Scleroplax,,granulata,Rathbun 1893
2018,Bays,B18-10024,1,Stylatula elongata,4,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Stylatula,,elongata,(Gabb 1863)
2018,Bays,B18-10024,1,Goniada littorea,3,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Glyceriformia,,Goniadidae,,,Goniada,,littorea,Hartman 1950
2018,Bays,B18-10024,1,Poecilochaetus sp,3,Yes,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Poecilochaetidae,,,Poecilochaetus,,,
2018,Bays,B18-10024,1,Alpheus californiensis,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,,Alpheus,,californiensis,Holmes 1900
2018,Bays,B18-10024,1,Amphiodia urtica,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Echinodermata,Asterozoa,Ophiuroidea,Ophiuridea,,,Ophiurida,Chilophiurina,Gnathophiurina,Gnathophiuridea,Amphiuridae,,,Amphiodia,,urtica,(Lyman 1860)
2018,Bays,B18-10024,1,Asthenothaerus diegensis,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Asthenothaerus,,diegensis,(Dall 1915)
2018,Bays,B18-10024,1,Brachyura,2,Yes,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,,,,,,,,
2018,Bays,B18-10024,1,Glycera americana,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Glyceriformia,,Glyceridae,,,Glycera,,americana,Leidy 1855
2018,Bays,B18-10024,1,Lumbrineris sp E,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Lumbrineris,,sp E,SCAMIT 2001 ?
2018,Bays,B18-10024,1,Mediomastus sp,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Scolecida,,,,,,,Capitellidae,,,Mediomastus,,,
2018,Bays,B18-10024,1,Stylatula sp A,2,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Stylatula,,sp A,Ljubenkov 1991 ?
2018,Bays,B18-10024,1,Ampharete labrops,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Terebellida,Terebelliformia,,Ampharetidae,Ampharetinae,,Ampharete,,labrops,Hartman 1961
2018,Bays,B18-10024,1,Aphelochaeta sp,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Aphelochaeta,,,
2018,Bays,B18-10024,1,Aruga holmesi,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Lysianassidea,Lysianassoidea,Lysianassidae,Lysianassinae,,Aruga,,holmesi,J. L. Barnard 1955
2018,Bays,B18-10024,1,Betaeus sp,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,,Betaeus,,,
2018,Bays,B18-10024,1,Carinoma mutabilis,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Nemertea,,Anopla,,,,Palaeonemertea,,,,Carinomidae,,,Carinoma,,mutabilis,Griffin 1898
2018,Bays,B18-10024,1,Cossura sp,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Scolecida,,,,,,,Cossuridae,,,Cossura,,,
2018,Bays,B18-10024,1,Cryptomya californica,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Cryptomyinae,,Cryptomya,,californica,(Conrad 1837)
2018,Bays,B18-10024,1,Edwardsiidae,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Cnidaria,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Edwardsiidae,,,,,,
2018,Bays,B18-10024,1,Ericerodes hemphillii,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Inachidae,,,Ericerodes,,hemphillii,(Lockington 1877)
2018,Bays,B18-10024,1,Glycera nana,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Errantia,,,Phyllodocida,Glyceriformia,,,Glyceridae,,,Glycera,,nana,
2018,Bays,B18-10024,1,Glycera sp,1,Yes,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Phyllodocida,Glyceriformia,,Glyceridae,,,Glycera,,,
2018,Bays,B18-10024,1,Hartmanodes sp SD1,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Eusirida,Oedicerotoidea,Oedicerotidae,,,Hartmanodes,,sp SD1,Pasko 1997 ?
2018,Bays,B18-10024,1,Kirkegaardia siblina,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Kirkegaardia,,siblina,(Blake 1996)
2018,Bays,B18-10024,1,Lyonsia californica,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Lyonsiidae,,,Lyonsia,,californica,Conrad 1837
2018,Bays,B18-10024,1,Macoma yoldiformis,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,yoldiformis,Carpenter 1864
2018,Bays,B18-10024,1,Monocorophium acherusicum,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,Corophiida,Corophioidea,Corophiidae,Corophiinae,,Monocorophium,,acherusicum,(Costa 1857)
2018,Bays,B18-10024,1,Paraprionospio alata,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Canalipalpata,Spionida,,,Spionidae,,,Paraprionospio,,alata,(Moore 1923)
2018,Bays,B18-10024,1,Philine ornatissima,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Mollusca,Conchifera,Gastropoda,Heterobranchia,Opisthobranchia,Nudipleura,Cephalaspidea,Cephalaspidea,,Philinoidea,Philinidae,,,Philine,,ornatissima,Yokoyama 1927
2018,Bays,B18-10024,1,Phoronis sp,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Phoronida,,,,,,Phoronida,,,,Phoronidae,,,Phoronis,,,
2018,Bays,B18-10024,1,Poecilochaetus martini,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Annelida,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Poecilochaetidae,,,Poecilochaetus,,martini,Brantley 2009
2018,Bays,B18-10024,1,Scolanthus scamiti,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Cnidaria,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Edwardsiidae,,,Scolanthus,,scamiti,Daly & Ljubenkov 2008
2018,Bays,B18-10024,1,Virgulariidae,1,No,32.7148,-117.18302,WGS84,7/19/2018,Revisit,12,m,1.456660095,Cnidaria,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,,,,
2018,Bays,B18-10026,1,Scoletoma sp,20,Yes,32.7095,-117.1869,NAD83,8/8/2018,New Site,17.4,m,1.456660095,Annelida,,Polychaeta,Palpata,,,Aciculata,Eunicida,,,Lumbrineridae,,,Scoletoma,,,
2018,Bays,B18-10026,1,Leitoscoloplos pugettensis,5,No,32.7095,-117.1869,NAD83,8/8/2018,New Site,17.4,m,1.456660095,Annelida,,Polychaeta,Scolecida,,,,,,,Orbiniidae,,,Leitoscoloplos,,pugettensis,(Pettibone 1957)
2018,Bays,B18-10026,1,Edwardsia californica,4,No,32.7095,-117.1869,NAD83,8/8/2018,New Site,17.4,m,1.456660095,Cnidaria,,Anthozoa,Zoantharia,,,Actiniaria,Nynantheae,,,Edwardsiidae,,,Edwardsia,,californica,McMurrich 1903
