objectid,siteid,estuaryname,stationno,samplecollectiondate,transectreplicate,plotreplicate,substrate,covertype,scientificname,commonname,status,estimatedcover,percentcovercode,daubenmiremidpoint,tallestplantheight_cm,percentcovernotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,habitat,live_dead,submissionid,warnings,identificationnotes,unknownreplicate,projectid
5325,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,2,Not recorded,algae,Ulva intestinalis,sea lettuce,Not recorded,90,6,85,-88,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,14/3/2023 15:41:14,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
5326,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,3,Not recorded,algae,Ulva intestinalis,sea lettuce,Not recorded,100,7,97.5,-88,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,14/3/2023 15:41:14,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
5327,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,2,4,Not recorded,algae,Ulva intestinalis,sea lettuce,Not recorded,90,6,85,-88,Not recorded,{00000000-0000-0000-0000-000000000000},change request app,14/3/2023 15:41:14,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1118,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,1,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,10,3,15,10,Not recorded,{9FEBB20E-5C51-40B1-B19B-59383D28EE8A},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1119,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,2,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,5,2,3,10,Not recorded,{F97DA6FD-8EA4-4BC1-A6ED-5D4B71EA0711},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1120,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,3,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,10,3,15,5,Not recorded,{D6B91F32-0A2F-433B-893C-72066461905E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1121,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,4,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,30,4,37.5,10,Not recorded,{DD375B6C-DAD6-4E80-848A-CB3575D2454B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1122,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,40,4,37.5,15,Not recorded,{8C637D95-9161-4F5B-9D42-6001A2F05F80},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1123,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,2,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,10,3,15,10,Not recorded,{27BAEC01-901A-4154-A44D-891A1FCE65AA},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1124,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,3,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,5,2,3,8,Not recorded,{32E240C3-4310-4EE0-927E-E0F46E407494},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1125,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,4,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,15,3,15,9,Not recorded,{F961958A-7A17-4E1F-A367-3882369C2D67},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1126,SC-MAL,Malibu Lagoon,3,5/4/2021 0:00,2,2,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,40,4,37.5,15,Not recorded,{7E6D2AC1-7C47-41CE-8482-C233C137C6BB},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1127,SC-MAL,Malibu Lagoon,3,5/4/2021 0:00,2,3,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,20,3,15,8,Not recorded,{975C4512-7223-40D5-8A68-58BF05842683},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1128,SC-MAL,Malibu Lagoon,3,5/4/2021 0:00,2,4,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,20,3,15,30,Not recorded,{F04F446D-96E5-4B5A-A7FD-8C293453E3CB},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1129,SC-MAL,Malibu Lagoon,3,5/4/2021 0:00,2,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,10,3,15,8,Not recorded,{AF29DC22-4C0C-46D5-B44F-9478D2BAFAC3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1216,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,10,3,15,60,Not recorded,{7411CF40-A8A5-4FF9-91B2-B5BEA596EA17},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1217,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,80,6,85,60,Not recorded,{94EAA635-BB34-4A08-BD49-93627FF816F3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1218,SC-MAL,Malibu Lagoon,1,5/4/2021 0:00,2,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,25,3,15,40,Not recorded,{0AE434B1-89D3-4B9A-8561-582BF742428B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1219,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,25,3,15,45,Not recorded,{2DE7BFE7-1BBA-4F19-8482-7B827B907684},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1220,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,49,Not recorded,{74A936FD-7CE1-4702-82EE-2D39316EC35D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1221,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,55,Not recorded,{56834570-3D35-4940-B604-C2329438B509},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1222,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,2,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,75,5,62.5,78,Not recorded,{E1EA065D-CC9D-4F0E-8C8C-47BCFA0A1A50},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1223,SC-MAL,Malibu Lagoon,3,5/4/2021 0:00,2,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,25,3,15,55,Not recorded,{8D5FC0C9-9349-494A-8DCA-7BE00331E9E3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1267,CC-PAJ,Pajaro River,1,11/3/2021 0:00,2,5,Not recorded,vegetation,Artemisia frigida,prairie sagewort,Not recorded,-88,2,3,-88,Not recorded,{1CA1C101-ABF2-42D4-B6D6-0EAAFC3AFBD4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1224,SC-MAL,Malibu Lagoon,3,5/4/2021 0:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,2,2,3,10,Not recorded,{1CEE41E7-8C9F-4518-AC3C-D42646ED76D2},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1312,CC-PAJ,Pajaro River,1,11/3/2021 0:00,2,4,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,2,3,-88,Not recorded,{950B0194-9956-4DD8-9108-9315B60F48E5},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1313,CC-PAJ,Pajaro River,2,10/3/2021 0:00,2,1,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,2,3,-88,Not recorded,{70C3962B-B9D3-4EB7-92EF-62AC8F7DB225},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1314,CC-PAJ,Pajaro River,2,10/3/2021 0:00,2,2,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,5,62.5,30,Not recorded,{88B3B921-0977-491A-BF8D-2E359B761B0C},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1315,CC-PAJ,Pajaro River,2,10/3/2021 0:00,2,3,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,3,15,32,Not recorded,{39B136F2-8425-49D5-950B-81A38834C810},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1316,CC-PAJ,Pajaro River,2,10/3/2021 0:00,2,4,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,2,3,-88,Not recorded,{E68130EF-F72A-4976-B637-AB51ACC55DE4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1317,CC-PAJ,Pajaro River,2,10/3/2021 0:00,2,5,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,4,37.5,-88,Not recorded,{7693D7FA-B780-40CB-8A51-6F138537226C},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1318,CC-PAJ,Pajaro River,3,10/3/2021 0:00,2,1,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,7,97.5,-88,Not recorded,{B7525BAE-7B64-4531-9ACF-824694DE2B0B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
360,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,4,Not recorded,vegetation,Frankenia salina,alkali heath,native,-88,3,15,-88,Not recorded,{1926C9B8-4DC7-43A0-96B5-1A9B67BB800C},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
361,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,1,Not recorded,vegetation,Frankenia salina,alkali heath,native,-88,6,85,30,Not recorded,{533737DE-C995-4E47-A731-8859E83FD002},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
362,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,2,Not recorded,vegetation,Frankenia salina,alkali heath,native,-88,6,85,-88,Not recorded,{6599B9B2-615D-4338-926C-D2782853847A},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
363,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,3,Not recorded,vegetation,Frankenia salina,alkali heath,native,-88,6,85,-88,Not recorded,{89BB5952-51B6-48B8-A621-11CF60E0D1C5},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
367,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,4,Not recorded,vegetation,Frankenia salina,alkali heath,native,-88,3,15,-88,Not recorded,{C4FBECA9-A6A5-4471-AF0F-9C197A8B3D70},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
563,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,1,0.5,16,Not recorded,{6CC577CE-0728-4CC7-A25E-14BD56094B77},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
564,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,2,3,25,Not recorded,{32E6C1D5-E70B-492E-B7F5-99ADB75BBA23},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
565,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,4,37.5,43,Not recorded,{2132F127-59AD-4DBA-8B02-77610BC2D73C},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
1049,CC-CAR,Carmel River,3,17/3/2021 00:00:00,2,2,Not recorded,vegetation,Melilotus sp.,clover,Not recorded,-88,4,37.5,-88,Not recorded,{46CDA196-96E5-4B75-B1AD-CF0E044733E4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1068,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,2,Not recorded,vegetation,Rumex crispus,curly dock,non-native,-88,1,0.5,-88,Not recorded,{E04C960A-8637-4762-8C5B-0D0A8DB48925},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1069,CC-CAR,Carmel River,3,17/3/2021 00:00:00,2,1,Not recorded,vegetation,Rumex crispus,curly dock,non-native,-88,1,0.5,-88,Not recorded,{58271AF1-7410-41FC-9ACB-2416291B4A0A},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1070,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,2,Not recorded,vegetation,Geranium dissectum,cutleaf geranium,Not recorded,-88,2,3,-88,Not recorded,{66DF13EC-177A-4FA3-955B-AC620F358667},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1071,CC-MCS,Moro Cojo Slough,2,3/3/2021 0:00,2,2,Not recorded,vegetation,Geranium dissectum,cutleaf geranium,Not recorded,-88,1,0.5,-88,Not recorded,{5CA059CF-B03A-4C4A-85EF-602E0BA93770},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1072,CC-MCS,Moro Cojo Slough,2,3/3/2021 0:00,2,4,Not recorded,vegetation,Geranium dissectum,cutleaf geranium,Not recorded,-88,1,0.5,-88,Not recorded,{894A5DA0-C4AB-4399-87EE-FB1524827C7F},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1073,CC-MCS,Moro Cojo Slough,3,3/3/2021 0:00,2,5,Not recorded,vegetation,Geranium dissectum,cutleaf geranium,Not recorded,-88,1,0.5,-88,Not recorded,{23D44ED2-0E1A-4C12-8A7B-4014257684AE},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1074,CC-CAR,Carmel River,3,17/3/2021 00:00:00,2,1,Not recorded,vegetation,Geranium dissectum,cutleaf geranium,Not recorded,-88,1,0.5,-88,Not recorded,{BFE04E83-8C90-4D92-BE18-A7A2992321BB},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1075,CC-CAR,Carmel River,3,17/3/2021 00:00:00,2,2,Not recorded,vegetation,Geranium dissectum,cutleaf geranium,Not recorded,-88,3,15,-88,Not recorded,{F66F8E05-89AA-4793-A556-A74ACC2BF78B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1079,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,1,Not recorded,vegetation,Cuscuta salina,salt dodder,native,-88,2,3,-88,Not recorded,{CCDF499C-E5EA-4241-B4D1-68A7081B2784},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1080,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,2,Not recorded,vegetation,Cuscuta salina,salt dodder,native,-88,2,3,-88,Not recorded,{DB3DD6C8-7E7C-4990-9907-95CBAC860678},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1081,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,3,Not recorded,vegetation,Cuscuta salina,salt dodder,native,-88,1,0.5,-88,Not recorded,{664E154B-39A6-4B6C-B7F2-137F0D3A04E8},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1082,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,4,Not recorded,vegetation,Cuscuta salina,salt dodder,native,-88,2,3,-88,Not recorded,{76DAB1F4-56AA-446F-B01A-3B5CA040D406},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1083,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,5,Not recorded,vegetation,Cuscuta salina,salt dodder,native,-88,2,3,-88,Not recorded,{8DE950C6-90DA-4208-8D45-87D97E8AC1F4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1147,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,-88,Not recorded,{0276D34E-B8F4-493B-8D38-3BF06FF9F5E0},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1148,CC-MCS,Moro Cojo Slough,2,3/3/2021 0:00,2,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,6,85,-88,Not recorded,{5CC6A41F-EC4C-4CD0-9AFC-3727064AA108},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1149,CC-MCS,Moro Cojo Slough,3,3/3/2021 0:00,2,1,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,4,37.5,-88,Not recorded,{C0745678-695E-4375-96EE-6605E75CE543},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1150,CC-MCS,Moro Cojo Slough,3,3/3/2021 0:00,2,2,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,-88,Not recorded,{2389620F-D4CD-4EAE-8A16-D5D06076D821},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1151,CC-MCS,Moro Cojo Slough,3,3/3/2021 0:00,2,3,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,-88,Not recorded,{EA2E9853-8B4B-4822-BA2E-26218A0B64AC},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1152,CC-MCS,Moro Cojo Slough,3,3/3/2021 0:00,2,4,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,18,Not recorded,{94C5BA68-9399-475E-AFEC-2E106306304D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1153,CC-MCS,Moro Cojo Slough,3,3/3/2021 0:00,2,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,4,37.5,-88,Not recorded,{34C8A0BF-1469-404D-9706-6D2110D0CCA3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1182,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,2,Not recorded,vegetation,Brassica sp.,mustard,Not recorded,-88,3,15,202,Not recorded,{57991B83-1556-4B56-93F3-41E396A41637},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1184,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,2,Not recorded,vegetation,Oxalis sp.,Oxalis sp.,Not recorded,-88,3,15,-88,Not recorded,{81747B95-CA16-4BDC-892C-BF9FCFD5D548},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1185,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,3,Not recorded,vegetation,Oxalis sp.,Oxalis sp.,Not recorded,-88,1,0.5,-88,Not recorded,{DC44067A-2E68-4BED-AF8C-0651745F48F4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1186,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,4,Not recorded,vegetation,Oxalis sp.,Oxalis sp.,Not recorded,-88,3,15,20,Not recorded,{D2C28A9D-D875-49E1-A039-80700E56B7EA},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1247,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,3,15,37,Not recorded,{16A96555-6CEC-49E3-BD35-6E12B3421592},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1248,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,3,15,-88,Not recorded,{E52913AE-78E7-4E39-BC8B-160BBF927DD5},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
1249,CC-MCS,Moro Cojo Slough,1,3/3/2021 0:00,2,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,4,37.5,-88,Not recorded,{3BE22AA6-CFA2-4A4D-97F7-5E8A3A731D1F},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,7/7/2023 11:05,zaibq@sccwrp.org,SCCWRP,Mid marsh,Not recorded,1637789686,,-88,-88,EMPA
